id|codeserc|tipologia|nome|indirizzo|cap|citta|provincia|stelle|email|url|lt|lg|telefono
1356|053012AFR0005|Affittacamere|B&B AIRONE DI LANDINI MARIO|Contrada Santa Maria, 12/1 - - CASTELLO|58012|Isola del Giglio|GR|0|camere.airone@tiscali.it|www.isoladelgiglio.org|42.3638883|10.9012211|0564 806076
3081|053012STB0001|Stabilimenti Balneari|LO SCOGLIO|Via di Mezzo Franco - - CAMPESE|58012|Isola del Giglio|GR|0|||42.3645648|10.8791343|0564 804213
14454|053012AFR0010|Affittacamere|LE POSTE DI SIMPLICIO|Via di Mezzo Franco, 12 - - CAMPESE|58012|Isola del Giglio|GR|0|lepostedisimplicio@libero.it||42.3647793|10.878923|346 0924775
1078|053012ALB0003|Alberghi - Hotel|DA GIOVANNI|Via di Mezzo Franco, 10 - - CAMPESE|58012|Isola del Giglio|GR|2|albergodagiovanni@libero.it|www.albegodagiovanni.it|42.3647793|10.878923|0564 804010
1353|053012AFR0001|Affittacamere|LANDINI ANGELO  DI MODESTI GIUSEPPA|Piazza Gloriosa, 16 - - CASTELLO|58012|Isola del Giglio|GR|0||www.emmeti.it/welcome/toscana/isole/giglio/castello/servizi/landini|42.3655263|10.9017297|0564 806074
1596|053012ALL0001|Alloggi Privati|DUBBLO MARIA LIDIA|Via Allume, 1 - CAMPESE|58050|Isola del Giglio|GR|0|||42.365847|10.88135|
1079|053012ALB0004|Alberghi - Hotel|GIARDINO DELLE PALME|Via della Torre, 3 - CAMPESE|58012|Isola del Giglio|GR|1|info@giardinolepalme.it|www.giardinolepalme.it|42.36760689999999840438249520957469940185546875|10.8821157999999993393203112646006047725677490234375|0564 804037 - 349 7864709
1360|053012AFR0009|Affittacamere|LANDINI ELEONORA - LANDINI PRIMO|Provinciale 28 - GIGLIO CAMPESE|58012|Isola del Giglio|GR|0|||42.367929|10.882108|0564 804135
1080|053012ALB0005|Alberghi - Hotel|LA LAMPARA|Provinciale 66 - CAMPESE|58012|Isola del Giglio|GR|2|albergo.lampara@libero.it|www.lalampara.info|42.367929|10.882108|0564 804022
1089|053012ALB0014|Alberghi - Hotel|IL PORTICCIOLO|Via della Torre, 3 - - CAMPESE|58012|Isola del Giglio|GR|2|albergoilporticciolo@virgilio.it|www.albergoilporticciolo.it|42.367929|10.882108|0564 804221
959|053003ALB0003|Alberghi - Hotel|I BRIGANTI DI CAPALBIO.IT|CHIARONE SCALO, 5 - CHIARONE SCALO|58011|Capalbio|GR|3|info@ibrigantidicapalbio.it|www.ibrigantidicapalbio.it|42.3866579999999970596036291681230068206787109375|11.4419869999999992415951055590994656085968017578125|0564 890341 - 320 1142442
2952|053003RES0001|Residence|I BRIGANTI DI CAPALBIO|CHIARONE SCALO, 5 - CHIARONE SCALO|58011|Capalbio|GR|3|info@ibrigantidicapalbio.it|www.ibrigantidicapalbio.it|42.3866579999999970596036291681230068206787109375|11.4419869999999992415951055590994656085968017578125|0564 642026
1144|053016ALB0013|Alberghi - Hotel|DON PEDRO|Via Panoramica, 7 - - PORTO ERCOLE|58018|Monte Argentario|GR|3|info@hoteldonpedro.it|www.hoteldonpedro.it|42.3899093|11.2089955|0564 833914
18654|053016ALL0040|Alloggi Privati|BISTAZZONI ALBERTO|Via Dei Tre Forti, 3 - - PORTO ERCOLE|58018|Monte Argentario|GR|0|info@portoercole.org||42.392598|11.201592|0564 835347 - 335 8156253
1145|053016ALB0014|Alberghi - Hotel|BI HOTEL|Via Lungomare Andrea Doria, 23 - - PORTO ERCOLE|58018|Monte Argentario|GR|3|info@bi-hotel.it|www.bi-hotel.it|42.3941509|11.2035063|0564 833055
18009|053016ALB0017|Alberghi - Hotel|A POINT PORTO ERCOLE RESORT & SPA|Via Caravaggio ang. Via Tramontana - - PORTO ERCOLE|58018|Monte Argentario|GR|5|reservation@apointportoercole.com|www.apointhotelsresorts.com|42.3941509|11.2035063|0564 833636
19362|053016AAT0003|Agriturismi|IL MOLINO|Via dei Molini, 95 - - PORTO ERCOLE|58019|Monte Argentario|GR|1|||42.3946844|11.1937455|333 2654929
18653|053016ALL0039|Alloggi Privati|IL CALETTO|Via Dei Molini, 9|58019|Monte Argentario|GR|0|ilcaletto@yahoo.it||42.3946844|11.1937455|347 5241564
1427|053016AFR0002|Affittacamere|VILLA AZZURRA - CAMERE|Via Caravaggio, 93 - - PORTO ERCOLE|58018|Monte Argentario|GR|0|||42.3947379|11.203481|0564 833037
2740|053016CAM0001|Campeggi|FENIGLIA|Strada Feniglia - FENIGLIA - PORTO ERCOLE|58018|Monte Argentario|GR|1|campingfeniglia@virgilio.it|www.campingfeniglia.it|42.39506990000000286045178654603660106658935546875|11.2035924999999991769072948954999446868896484375|0564 831090 - 392 9640592
14139|053016ALL0034|Alloggi Privati|RISPOLI SILVANA|Via Ponente, 16 - - PORTO ERCOLE|58018|Monte Argentario|GR|0|bebabeb4@g.mail.com|bandbbeba.wordpress.com|42.4006799|11.1983516|0564 830095
1157|053018ALB0009|Alberghi - Hotel|VINICIO|Via delle Mimose, 154 - - ANSEDONIA|58015|Orbetello|GR|2|vinicio@ouverture.it|www.vinicio.it|42.4071805|11.287759|0564 881220
3101|053018STB0012|Stabilimenti Balneari|LA CAPANNUCCIA|ANSEDONIA|58016|Orbetello|GR|0|||42.40721|11.28857|0564 881314
1260|053016RTA0001|Residenze Turistico Alb.|HOTEL TORRE DI CALA PICCOLA|CALA PICCOLA - PORTO SANTO STEFANO|58019|Monte Argentario|GR|4|info@torredicalapiccola.com|www.torredicalapiccola.com|42.4085021451845|11.092414855957031|0564 825111
3086|053016STB0005|Stabilimenti Balneari|MAMMA LICIA|FENIGLIA - PORTO ERCOLE|58018|Monte Argentario|GR|0|freccianera59@tiscal.it|www.mammalicia.it|42.4090308|11.2089621|0564 834187
3089|053016STB0008|Stabilimenti Balneari|IL TRIDENTE|FENIGLIA - PORTO ERCOLE|58018|Monte Argentario|GR|0|||42.4090308|11.2089621|0564 834141
963|053003ALB0007|Alberghi - Hotel|DEL LAGO|Via Umbria, 22 - CAPALBIO SCALO|58010|Capalbio|GR|2|info@albergodellago.it|www.albergodellago.it|42.4090466|11.3715199|0564 899039
18775|053003ALL0026|Alloggi Privati|MAGGIULLI DANIELE|Via Origlio, 82|58011|Capalbio|GR|0|||42.4099812|11.3740143|0564 898497
2971|053003STB0003|Stabilimenti Balneari|MACCHIATONDA|MACCHIATONDA - CAPALBIO SCALO|58010|Capalbio|GR|0|||42.4114596|11.3638298|0564 898777
14146|053003AAT0034|Agriturismi|IL PADULE|STRADA LITORANEA, 71|58011|Capalbio|GR|1|||42.4137134|11.322116|333 2182278
1135|053016ALB0004|Alberghi - Hotel|VILLA DOMIZIA|S.P. Le 161, 40 - - SANTA LIBERATA|58020|Monte Argentario|GR|4|info@villadomizia.it|www.villadomizia.com|42.4142789|11.1588423|0564 812735
1137|053016ALB0006|Alberghi - Hotel|BELVEDERE|S.P. 161, 2 - - PORTO S STEFANO|58019|Monte Argentario|GR|3|belvedere@vivigrosseto.it|www.belvedereargentario.it|42.4142789|11.1588423|0564 812634
1146|053016ALB0015|Alberghi - Hotel|LA CONCHIGLIA|Via della Marina, 4 - - PORTO ERCOLE|58018|Monte Argentario|GR|2|info@albergolaconchiglia.it|www.albergolaconchiglia.it|42.4142789|11.1588423|0564 833134
1638|053016ALL0020|Alloggi Privati|BAUSANI MARIA PAOLA|IL COCOMERO|58019|Monte Argentario|GR|0|||42.4142789|11.1588423|0564 814040
1646|053016ALL0028|Alloggi Privati|NAVARRO MOISE|Via della Forconata - POZZARELLO|58019|Monte Argentario|GR|0|||42.4142789|11.1588423|
18859|053016ALL0042|Alloggi Privati|ANASTASIA LUCIA|SPACCAMONTAGNE / LA MARCHESA, SNC|58019|Monte Argentario|GR|0|antares432000@yahoo.it||42.4142789|11.1588423|335 446360
18860|053016ALL0043|Alloggi Privati|POGANY ISABEL|LE SCORPACCIATE, SNC|58019|Monte Argentario|GR|0|isabelpogany@hotmail.com||42.4142789|11.1588423|334 2830817
1261|053016RTA0002|Residenze Turistico Alb.|GIRASOLE|Via Poggio Calvello - PORTO S.STEFANO - PORTO SANTO STEFANO|58019|Monte Argentario|GR|3|||42.4142789|11.1588423|0564 812647
960|053003ALB0004|Alberghi - Hotel|LA TORRICELLA|Via Aurelia Km.125 - CASAL BRIZZI - BORGO CARIGE|58010|Capalbio|GR|2|daetrusco@fionline.it|www.daetrusco.com|42.414649077488|11.445693969726562|0564 890083 - 328 7157222
1147|053016ALB0016|Alberghi - Hotel|ARGENTARIO GOLF RESORT & SPA|Via Acquedotto Leopoldino snc - LE PIANE - PORTO ERCOLE|58018|Monte Argentario|GR|5|info@argentariogolfresortspa.it|www.argentariogolfresortspa.it|42.4166134339791|11.185111999511719|0564 1828400
961|053003ALB0005|Alberghi - Hotel|AGRIALBERGO CAPALBIO|Strada Della Sugherella, 3|58011|Capalbio|GR|1|info@agrialbergo.it|www.agrialbergo.it|42.4195|11.386753|0564 898763
17026|053003ALL0025|Alloggi Privati|CENSINI GINO|Strada Della Sugherella, 3/A|58011|Capalbio|GR|0|agrialbergo@gmail.com||42.4195|11.386753|0564 898763
1805|053003AAT0029|Agriturismi|IL MANDRIOLO|Strada del Trentatre, 1 - - BORGO CARIGE|58011|Capalbio|GR|1|felice.signorino@ilmandriolo.org|www.ilmandriolo.org|42.420304|11.4244202|0564 890210 - 338 8094743
1787|053003AAT0011|Agriturismi|LA GRANDE QUERCIA|Strada Aurelia Capalbio, 12 - - BORGO CARIGE|58010|Capalbio|GR|2|||42.42083|11.413567|0564 890397
1790|053003AAT0014|Agriturismi|IL SICOMORO|Strada Madonna Nicola, 8 - BORGO CARIGE|58010|Capalbio|GR|2|info@sicomoro.net|www.sicomoro.net|42.4217648|11.4320053|0564 890194 - 328 8258937
2761|053003VIT0001|Villaggi Turistici|VILLAGGIO CAPALBIO|Strada Pedemontana|58011|Capalbio|GR|3|info@villaggiocapalbio.it|www.villaggiocapalbio.it|42.4224849|11.41958|0564 899017
3093|053018STB0004|Stabilimenti Balneari|LA ZONCA|FENIGLIA|58015|Orbetello|GR|0|||42.423678|11.259098|0564 833558
3095|053018STB0006|Stabilimenti Balneari|BRACCIO|FENIGLIA|58015|Orbetello|GR|0|noenavoni@alice.it||42.423678|11.259098|347 3311284
1803|053003AAT0027|Agriturismi|IL BOSSO|Via Pedemontana, 14 - - BORGO CARIGE|58011|Capalbio|GR|0|sanpelag@inwind.it|www.capalbio.it/ilbosso|42.4239229|11.4240126|0564 890191 - 38 9320536
1799|053003AAT0023|Agriturismi|PODERE 571|Strada Aurelia-Capalbio, 4 - BORGO CARIGE|58010|Capalbio|GR|2|agriturismopodere571@virgilio.it||42.42426200000001|11.415638|0564 890358 - 347 3894674
958|053003ALB0002|Alberghi - Hotel|MIMOSA|Via Torino, 34 - - BORGO CARIGE|58011|Capalbio|GR|2|albergo.mimosa@tiscali.it|www.capalbio.it/mimosa|42.4244559|11.4190221|0564 890220
2716|053003CAM0003|Campeggi|COSTA D'ARGENTO|Via S.S.Aurelia Km.134 - MONTEALZATO - BORGO CARIGE|58010|Capalbio|GR|3|info@costadargento.it|www.costadargento.it|42.424961400000000821819412522017955780029296875|11.417974799999999646615833626128733158111572265625|0564 893007
1429|053016AFR0004|Affittacamere|RELAIS COUNTRY LA MORTELLA B&B|Via Acquedotto Leopoldino, 54|58019|Monte Argentario|GR|0|info@relaislamortella.it|www.relaislamortella.it|42.4264794|11.1965879|0564 813004
2434|053016AAT0002|Agriturismi|MONTE ARGENTARIO|LE PIANE|58019|Monte Argentario|GR|1|info@agriturismomonteargentario.it|www.agriturismomonteargentario.it|42.4305751|11.183199|0564 810641 - 392 8589879
18615|053016CAV0001|Case per Vacanze|VILLA LA VUELTA|LE PIANE - PORTO S. STEFANO|58019|Monte Argentario|GR|0|info@argentariopoloclub.com|www.argentariopoloclub.com|42.4305751|11.183199|331 7910101
7204|050039AFR0033|Affittacamere|LE GINEPRAIE|Podere Le Ginepraie - Localit√† Pignano|56048|Volterra|PI|0|info@leginepraie.com|www.leginepraie.com|42.43156587257916|11.832275390625|0588 35113
1263|053016RTA0004|Residenze Turistico Alb.|LE POSTE DEL PIANONE|Via Strada del Pianone, 30 - - PORTO S. STEFANO|58019|Monte Argentario|GR|3|reception@pianone.it|www.pianone.it|42.4322724|11.1521597|0564 812219
1264|053016RTA0005|Residenze Turistico Alb.|LE POSTE DEL PIANONE - DIP|Strada del Pianone, 30 - - PORTO S. STEFANO|58019|Monte Argentario|GR|2|reception@pianone.it|www.pianone.it|42.4322724|11.1521597|0564 812219
1716|053018AST0001|Aree di sosta|LANINI|S.P. della Giannella - SANTA LIBERATA|58015|Orbetello|GR|0|||42.4331494|11.1577921|360709528 0564 820102
1627|053016ALL0009|Alloggi Privati|ORSINI VINICIO|Via Roma, 55 - PORTO SANTO STEFANO|58019|Monte Argentario|GR|0|||42.4336188|11.1225429|0564 817773
1628|053016ALL0010|Alloggi Privati|ORSINI ALDO|Via Roma, 55 - PORTO SANTO STEFANO|58019|Monte Argentario|GR|0|||42.4336188|11.1225429|0564 817564
1139|053016ALB0008|Alberghi - Hotel|BAIA D'ARGENTO|S.P. Le 161 - POZZARELLO - PORTO S. STEFANO|58019|Monte Argentario|GR|4|baiadargento@baiadargento.com|www.baiadargento.com|42.434195|11.138141|0564 812643
1162|053018ALB0015|Alberghi - Hotel|LIDO DI GIANNELLA|S.P. Le di Giannella, 215 - GIANNELLA|58015|Orbetello|GR|3|info@toscanazzurra.it|www.toscanazzurra.it|42.4346149|11.1629866|0564 821034 - 0564 821078
1630|053016ALL0012|Alloggi Privati|CALVETTI ALESSANDRA|Via Poggio del Golfo, 10|58019|Monte Argentario|GR|0|a.calvetti@libero.it||42.434926799999999502688297070562839508056640625|11.1486467999999998568227965733967721462249755859375|056481432 328 1661200
1663|053018ALL0012|Alloggi Privati|GAUTHIER FRANCOISE -"VILLA MARIEL"|S.P. della Giannella, 170|58015|Orbetello|GR|0|||42.4350649|11.1636474|
18554|053016ALL0037|Alloggi Privati|B&B LA CASA DI MARE|Via Cuniberti, 32 - - PORTO S. STEFANO|58019|Monte Argentario|GR|0|lacasadimare@gmail.com|bblacasadimare.webr.ly/|42.4350903|11.1203413|0564 812001
1647|053016ALL0029|Alloggi Privati|SCIALLA NICOLA|Via dell'Appetito, 106|58019|Monte Argentario|GR|0|||42.435195|11.1179469|0564 810097
1140|053016ALB0009|Alberghi - Hotel|ALFIERO|Via Cuniberti, 12/14 - - PORTO S.STEFANO|58019|Monte Argentario|GR|2|info@hotelalfiero.com|www.hotelalfiero.com|42.43563630000001|11.1205048|0564 814067
1164|053018ALB0017|Alberghi - Hotel|VILLA SMERALDO|S.P. Le di Giannella, 64/A - GIANNELLA|58015|Orbetello|GR|3|info@villasmeraldo.com|www.villasmeraldo.com|42.43631999999999|11.165492|0564 820072
18992|053018CAV0014|Case per Vacanze|GIANNELLA|Stada Prov.le di Giannella, 158 - GIANNELLA|58015|Orbetello|GR|0|info@toscanazzurra.it|www.toscanazzurra.it|42.4364861|11.1681063|0564 820005
3100|053018STB0011|Stabilimenti Balneari|IL TRAMONTO|S.P. di Giannella Km. 3 - GIANNELLA|58015|Orbetello|GR|0|info@iltramontobeach.com|www.iltramontobeach.com|42.4364861|11.1681063|0564 820320
1464|053018AFR0036|Affittacamere|LUBRANO|Via Mura di Levante, 44|58015|Orbetello|GR|0|bruno.lubrano@tin.it|www.lubranocamere.it|42.4367688|11.2114241|0564 867039
18655|053016ALL0041|Alloggi Privati|GALANDRINI FRANCESCO|Via del Fortino, 2 - - PORTO S. STEFANO|58019|Monte Argentario|GR|0|orestina_sclano@yahoo.it||42.4368663|11.1302216|0564 812434 - 329 5655247
1154|053018ALB0004|Alberghi - Hotel|PICCOLO PARIGI|Corso Italia, 169 - ORBETELLO|58015|Orbetello|GR|1|albergopiccoloparigi@hotmail.it|www.albergopiccoloparigi.it|42.4368813|11.208079|0564 867233
1151|053018ALB0001|Alberghi - Hotel|I PRESIDI|Via Mura di Levante, 34|58015|Orbetello|GR|3|info@ipresidi.com|www.ipresidi.com|42.4370083|11.2125353|0564 867601
14140|053018ALL0024|Alloggi Privati|TELLINI ROBERTO|Via Palanca, 2|58015|Orbetello|GR|0|||42.4374732|11.2101133|
1619|053016ALL0001|Alloggi Privati|LANDINI SILVE|GROTTONE DI CALA PICCOLA - PORTO SANTO STEFANO|58019|Monte Argentario|GR|0|||42.4374939|11.1149496|0564 825061
1637|053016ALL0019|Alloggi Privati|SCIOLARI ALESSIO - IL GROTTONE|GROTTONE SNC - PORTO SANTO STEFANO|58019|Monte Argentario|GR|0|info@ilgrottone.com||42.4374939|11.1149496|0564 825093 337 443438
1650|053016ALL0032|Alloggi Privati|CERULLI ANNA MARIA|LOCALIT√? SAN PIETRO, SNC - PORTO S. STEFANO|58019|Monte Argentario|GR|0|||42.4374939|11.1149496|0564 825261 - 0564 825268
18553|053016ALL0036|Alloggi Privati|BB VILLA FLORA|Localit? Punta Nera, snc - - PORTO S. STEFANO|58019|Monte Argentario|GR|0|alena2006@hotmail.it||42.4374939|11.1149496|0564 815938
18584|053016ALL0038|Alloggi Privati|MARIDA|Via Sebastiano Caboto, 9 - POZZARELLO - PORTO S. STEFANO|58019|Monte Argentario|GR|0|||42.4374939|11.1149496|0564 818872
1262|053016RTA0003|Residenze Turistico Alb.|FILIPPO II|POGGIO CALVELLO,17 - PORTO SANTO STEFANO|58019|Monte Argentario|GR|4|info@filipposecondo.it|www.filipposecondo.it|42.4374939|11.1149496|0564 811611
3083|053016STB0002|Stabilimenti Balneari|DUE PINI|Via Statale, 440 - LA SODA - PORTO S. STEFANO|58019|Monte Argentario|GR|1|||42.4374939|11.1149496|0564 814012
3084|053016STB0003|Stabilimenti Balneari|IL GABBIANO DELLA CANTONIERA|Via Cantoniera - CANTONIERA - PORTO S. STEFANO|58019|Monte Argentario|GR|0|||42.4374939|11.1149496|0564 812434
3085|053016STB0004|Stabilimenti Balneari|IL MOLETTO|Via del Molo - MOLO DELLA SANITA' - PORTO S. STEFANO|58019|Monte Argentario|GR|0||www.bagnomoletto.it|42.4374939|11.1149496|0564 817527
3087|053016STB0006|Stabilimenti Balneari|LA FORMICA|S.S. 440, 16 - POZZARELLO - PORTO S. STEFANO|58019|Monte Argentario|GR|0|info@formicargentario.com|www.formicargentario.com|42.4374939|11.1149496|339 5857185 - 330 778283
3088|053016STB0007|Stabilimenti Balneari|CALA PICCOLA|Via della Cala - CALA PICCOLA - PORTO S. STEFANO|58019|Monte Argentario|GR|0|||42.4374939|11.1149496|0564 825244
2745|053018CAM0005|Campeggi|COMUNALE GIANNELLA|S.P. Giannella, 164 - TOMBOLO DI GIANNELLA|58015|Orbetello|GR|2|info@giannellacamping.it|www.giannellacamping.it|42.43751850000000302998159895651042461395263671875|11.168759200000000220143192564137279987335205078125|0564 820054
18179|053018CAV0012|Case per Vacanze|AIRONE|Via delle Saline, 7 - GIANNELLA|58015|Orbetello|GR|0|info@toscanazzurra.it|www.toscanazzurra.it|42.437631|11.169715|0564 820058
1268|053018RTA0003|Residenze Turistico Alb.|AIRONE|Via delle Saline, 7 - GIANNELLA|58015|Orbetello|GR|3|info@toscanazzurra.it|www.toscanazzurra.it|42.437631|11.169715|0564 820058
1457|053018AFR0029|Affittacamere|PENSIONE VERDE LUNA A|Via Banti, 1|58015|Orbetello|GR|0|||42.437675|11.210533|0564 862378
1465|053018AFR0037|Affittacamere|PENSIONE VERDE LUNA  B|Via Banti, 1|58015|Orbetello|GR|0|albergoverdeluna@aim.com|www.albergoverdeluna.tk|42.437675|11.210533|0564 867451
1152|053018ALB0002|Alberghi - Hotel|HOTEL SOLE|Via Colombo, 2|58015|Orbetello|GR|3|info@hotelsoleorbetello.com|www.hotelsoleorbetello.com|42.437835|11.2107572|0564 860410
1792|053003AAT0016|Agriturismi|IL FONTINO|Strada Capalbio - Pescia Fiorentina, 15/17 - PESCIA FIORENTINA|58011|Capalbio|GR|2|info@ilfontino.it|www.ilfontino.it|42.43814|11.4642346|0564 895149
1622|053016ALL0004|Alloggi Privati|CAPITANI ROSANNA|Via Martiri d'Ungheria, 19 - PORTO SANTO STEFANO|58019|Monte Argentario|GR|0|||42.438258|11.114863|0564 814398
1141|053016ALB0010|Alberghi - Hotel|PENSIONE WEEK END|Via Martiri d'Ungheria, 3 - - PORTO S.STEFANO|58019|Monte Argentario|GR|1|info@pensioneweekend.it|www.pensioneweekend.it|42.43856568265742|11.11577421426773|0564 812580
1794|053003AAT0018|Agriturismi|I POGGI DI GARAVICCHIO|Strada del Chiarone, 6 - - PESCIA FIORENTINA|58011|Capalbio|GR|2|||42.4385911|11.4793021|338 2537380
19479|053003AAT0038|Agriturismi|SAN MAURO|Cava del Gesso - - BORGO CARIGE|58011|Capalbio|GR|2|emanuele@tiscali.it||42.4389662|11.4447261|0564 896703 - 347 0512098
1177|053018ALB0030|Alberghi - Hotel|SAN BIAGIO|Via Dante, 44|58015|Orbetello|GR|4|info@sanbiagiorelais.com|www.sanbiagiorelais.com|42.439137|11.211388|0564 860543
1163|053018ALB0016|Alberghi - Hotel|VILLA AMBRA|S.P. Le di Giannella, 113 - GIANNELLA|58015|Orbetello|GR|3|info@hotelvillaambra.com|www.hotelvillaambra.com|42.4391759|11.1688273|0564 820103
3090|053018STB0001|Stabilimenti Balneari|NETTUNO|S.P. Giannella - GIANNELLA|58015|Orbetello|GR|0|||42.43929809999999|11.1689581|0564 820196
3099|053018STB0010|Stabilimenti Balneari|LIDO DI GIANNELLA|S.P. della Giannella - GIANNELLA|58015|Orbetello|GR|0|lidogiannella@virgilio.it||42.43929809999999|11.1689581|0564 821084
2448|053018AAT0001|Agriturismi|GRAZIA|Strada S.Aurelia, 4/B Km.140,100 - PROVINCACCIA - ORBETELLO SCALO|58016|Orbetello|GR|1|info@agriturismograzia.com|www.agriturismograzia.com|42.4396474|11.2124083|0564 881182 - 338 1317645
2450|053018AAT0003|Agriturismi|LA VALENTINA|Strada Vic.Le della Valentina, 12 - VALENTINA - TALAMONE|58010|Orbetello|GR|3|info@agriturismolavalentina.com|www.agriturismolavalentina.com|42.4396474|11.2124083|0564 885355 - 338 2170888
2455|053018AAT0008|Agriturismi|DOGANELLA|S.P. 160 Amiatina, 64 - DOGANELLA - ALBINIA|58010|Orbetello|GR|2|||42.4396474|11.2124083|0564 878171 - 338 1094872
2457|053018AAT0010|Agriturismi|TENUTA LA PARRINA|km 146 Strada Vic.le della Parrina - PARRINA - ALBINIA|58010|Orbetello|GR|2|agriturismo@parrina.it|www.parrina.it|42.4396474|11.2124083|0564 862626
2459|053018AAT0012|Agriturismi|TRE CERRI|S.P. Le 81 Osa - TRE CERRI - ALBINIA|58010|Orbetello|GR|1|3cerri@virgilio.it|www.trecerri.it|42.4396474|11.2124083|0564 885607 - 339 8880463
2460|053018AAT0013|Agriturismi|PODERE DANTE|Strada V.Le di Villa Trieste, 14 - GUINZONE - ALBINIA|58010|Orbetello|GR|1|grazia.cini@libero.it||42.4396474|11.2124083|335 6303622
2461|053018AAT0014|Agriturismi|TORRE CAPITA|Via Fornace Bartolini, 79 - - ALBINIA|58010|Orbetello|GR|1|info@agriturismotorrecapita.com|www.agriturismotorrecapita.com|42.4396474|11.2124083|0564 870029
2462|053018AAT0015|Agriturismi|BELLA VISTA|QUERCIOLAIE - FONTEBLANDA|58010|Orbetello|GR|1|||42.4396474|11.2124083|0564 885436
2463|053018AAT0016|Agriturismi|POGGIO AQUILONE|Strada Vic.Le delle Querciolaie, 1 - QUERCIOLAIE - FONTEBLANDA|58010|Orbetello|GR|1|info@poggioaquilone.it|www.poggioaquilone.it|42.4396474|11.2124083|0564 885339 - 392 1164813
2466|053018AAT0019|Agriturismi|QUERCIOLAIE|S.P. Le Talamone Est, 58 - QUERCIOLAIE - FONTEBLANDA|58010|Orbetello|GR|1|||42.4396474|11.2124083|0564 885448
